tile_x,tile_y,zoom,inside_polygon
67848,47108,17,0
67848,47109,17,0
67848,47110,17,0
67848,47111,17,0
67848,47112,17,0
67848,47113,17,0
67848,47114,17,0
67848,47115,17,0
67848,47116,17,0
67848,47117,17,0
67848,47118,17,0
67848,47119,17,0
67848,47120,17,0
67848,47121,17,0
67848,47122,17,0
67848,47123,17,0
67848,47124,17,0
67848,47125,17,0
67848,47126,17,0
67848,47127,17,0
67848,47128,17,0
67848,47129,17,0
67848,47130,17,0
67848,47131,17,0
67848,47132,17,0
67848,47133,17,0
67848,47134,17,0
67848,47135,17,0
67848,47136,17,0
67848,47137,17,0
67848,47138,17,0
67848,47139,17,0
67848,47140,17,0
67848,47141,17,0
67848,47142,17,0
67848,47143,17,0
67848,47144,17,0
67848,47145,17,0
67848,47146,17,0
67848,47147,17,0
67848,47148,17,0
67848,47149,17,0
67848,47150,17,0
67848,47151,17,0
67848,47152,17,0
67848,47153,17,0
67848,47154,17,0
67848,47155,17,0
67848,47156,17,0
67848,47157,17,0
67848,47158,17,0
67848,47159,17,0
67848,47160,17,0
67848,47161,17,0
67848,47162,17,0
67848,47163,17,0
67848,47164,17,0
67848,47165,17,0
67848,47166,17,0
67848,47167,17,0
67848,47168,17,0
67848,47169,17,0
67848,47170,17,0
67848,47171,17,0
67848,47172,17,0
67848,47173,17,0
67848,47174,17,0
67848,47175,17,0
67848,47176,17,0
67848,47177,17,0
67848,47178,17,0
67848,47179,17,0
67848,47180,17,0
67848,47181,17,0
67848,47182,17,0
67848,47183,17,0
67848,47184,17,0
67848,47185,17,0
67848,47186,17,0
67848,47187,17,0
67848,47188,17,0
67848,47189,17,0
67848,47190,17,0
67848,47191,17,0
67848,47192,17,0
67848,47193,17,0
67848,47194,17,0
67848,47195,17,0
67848,47196,17,0
67848,47197,17,0
67848,47198,17,0
67848,47199,17,0
67848,47200,17,0
67848,47201,17,0
67848,47202,17,0
67848,47203,17,0
67848,47204,17,0
67848,47205,17,0
67848,47206,17,0
67848,47207,17,0
67848,47208,17,0
67848,47209,17,0
67848,47210,17,0
67848,47211,17,0
67848,47212,17,0
67848,47213,17,0
67848,47214,17,0
67848,47215,17,0
67848,47216,17,0
67848,47217,17,0
67848,47218,17,0
67848,47219,17,0
67848,47220,17,0
67848,47221,17,0
67848,47222,17,0
67848,47223,17,0
67848,47224,17,0
67848,47225,17,0
67848,47226,17,0
67848,47227,17,0
67848,47228,17,0
67848,47229,17,0
67848,47230,17,0
67848,47231,17,0
67848,47232,17,0
67848,47233,17,0
67848,47234,17,0
67848,47235,17,0
67848,47236,17,0
67848,47237,17,0
67848,47238,17,0
67848,47239,17,0
67848,47240,17,0
67848,47241,17,0
67848,47242,17,0
67848,47243,17,0
67848,47244,17,0
67848,47245,17,0
67848,47246,17,0
67848,47247,17,0
67848,47248,17,0
67848,47249,17,0
67848,47250,17,0
67848,47251,17,0
67848,47252,17,0
67848,47253,17,0
67848,47254,17,0
67848,47255,17,0
67848,47256,17,0
67848,47257,17,0
67848,47258,17,0
67848,47259,17,0
67848,47260,17,0
67848,47261,17,0
67848,47262,17,0
67848,47263,17,0
67848,47264,17,0
67848,47265,17,0
67848,47266,17,0
67848,47267,17,0
67848,47268,17,0
67848,47269,17,0
67848,47270,17,0
67848,47271,17,0
67848,47272,17,0
67848,47273,17,0
67849,47098,17,0
67849,47099,17,0
67849,47100,17,0
67849,47101,17,0
67849,47102,17,0
67849,47103,17,0
67849,47104,17,0
67849,47105,17,0
67849,47106,17,0
67849,47107,17,0
67849,47108,17,0
67849,47109,17,0
67849,47110,17,0
67849,47111,17,0
67849,47112,17,0
67849,47113,17,0
67849,47114,17,0
67849,47115,17,0
67849,47116,17,0
67849,47117,17,0
67849,47118,17,0
67849,47119,17,0
67849,47120,17,0
67849,47121,17,0
67849,47122,17,0
67849,47123,17,0
67849,47124,17,0
67849,47125,17,0
67849,47126,17,0
67849,47127,17,0
67849,47128,17,0
67849,47129,17,0
67849,47130,17,0
67849,47131,17,0
67849,47132,17,0
67849,47133,17,0
67849,47134,17,0
67849,47135,17,0
67849,47136,17,0
67849,47137,17,0
67849,47138,17,0
67849,47139,17,0
67849,47140,17,0
67849,47141,17,0
67849,47142,17,0
67849,47143,17,0
67849,47144,17,0
67849,47145,17,0
67849,47146,17,0
67849,47147,17,0
67849,47148,17,0
67849,47149,17,0
67849,47150,17,0
67849,47151,17,0
67849,47152,17,0
67849,47153,17,0
67849,47154,17,0
67849,47155,17,0
67849,47156,17,0
67849,47157,17,0
67849,47158,17,0
67849,47159,17,0
67849,47160,17,0
67849,47161,17,0
67849,47162,17,0
67849,47163,17,0
67849,47164,17,0
67849,47165,17,0
67849,47166,17,0
67849,47167,17,0
67849,47168,17,0
67849,47169,17,0
67849,47170,17,0
67849,47171,17,0
67849,47172,17,0
67849,47173,17,0
67849,47174,17,0
67849,47175,17,0
67849,47176,17,0
67849,47177,17,0
67849,47178,17,0
67849,47179,17,0
67849,47180,17,0
67849,47181,17,0
67849,47182,17,0
67849,47183,17,0
67849,47184,17,0
67849,47185,17,0
67849,47186,17,0
67849,47187,17,0
67849,47188,17,0
67849,47189,17,0
67849,47190,17,0
67849,47191,17,0
67849,47192,17,0
67849,47193,17,0
67849,47194,17,0
67849,47195,17,0
67849,47196,17,0
67849,47197,17,0
67849,47198,17,0
67849,47199,17,0
67849,47200,17,0
67849,47201,17,0
67849,47202,17,0
67849,47203,17,0
67849,47204,17,0
67849,47205,17,0
67849,47206,17,0
67849,47207,17,0
67849,47208,17,0
67849,47209,17,0
67849,47210,17,0
67849,47211,17,0
67849,47212,17,0
67849,47213,17,0
67849,47214,17,0
67849,47215,17,0
67849,47216,17,0
67849,47217,17,0
67849,47218,17,0
67849,47219,17,0
67849,47220,17,0
67849,47221,17,0
67849,47222,17,0
67849,47223,17,0
67849,47224,17,0
67849,47225,17,0
67849,47226,17,0
67849,47227,17,0
67849,47228,17,0
67849,47229,17,0
67849,47230,17,0
67849,47231,17,0
67849,47232,17,0
67849,47233,17,0
67849,47234,17,0
67849,47235,17,0
67849,47236,17,0
67849,47237,17,0
67849,47238,17,0
67849,47239,17,0
67849,47240,17,0
67849,47241,17,0
67849,47242,17,0
67849,47243,17,0
67849,47244,17,0
67849,47245,17,0
67849,47246,17,0
67849,47247,17,0
67849,47248,17,0
67849,47249,17,0
67849,47250,17,0
67849,47251,17,0
67849,47252,17,0
67849,47253,17,0
67849,47254,17,0
67849,47255,17,0
67849,47256,17,0
67849,47257,17,0
67849,47258,17,0
67849,47259,17,0
67849,47260,17,0
67849,47261,17,0
67849,47262,17,0
67849,47263,17,0
67849,47264,17,0
67849,47265,17,0
67849,47266,17,0
67849,47267,17,0
67849,47268,17,0
67849,47269,17,0
67849,47270,17,0
67849,47271,17,0
67849,47272,17,0
67849,47273,17,0
67850,47098,17,0
67850,47099,17,0
67850,47100,17,0
67850,47101,17,0
67850,47102,17,0
67850,47103,17,0
67850,47104,17,0
67850,47105,17,0
67850,47106,17,0
67850,47107,17,0
67850,47108,17,0
67850,47109,17,0
67850,47110,17,0
67850,47111,17,0
67850,47112,17,0
67850,47113,17,0
67850,47114,17,0
67850,47115,17,0
67850,47116,17,0
67850,47117,17,0
67850,47118,17,0
67850,47119,17,0
67850,47120,17,0
67850,47121,17,0
67850,47122,17,0
67850,47123,17,0
67850,47124,17,0
67850,47125,17,0
67850,47126,17,0
67850,47127,17,0
67850,47128,17,0
67850,47129,17,0
67850,47130,17,0
67850,47131,17,0
67850,47132,17,0
67850,47133,17,0
67850,47134,17,0
67850,47135,17,0
67850,47136,17,0
67850,47137,17,0
67850,47138,17,0
67850,47139,17,0
67850,47140,17,0
67850,47141,17,0
67850,47142,17,0
67850,47143,17,0
67850,47144,17,0
67850,47145,17,0
67850,47146,17,0
67850,47147,17,0
67850,47148,17,0
67850,47149,17,0
67850,47150,17,0
67850,47151,17,0
67850,47152,17,0
67850,47153,17,0
67850,47154,17,0
67850,47155,17,0
67850,47156,17,0
67850,47157,17,0
67850,47158,17,0
67850,47159,17,0
67850,47160,17,0
67850,47161,17,0
67850,47162,17,0
67850,47163,17,0
67850,47164,17,0
67850,47165,17,0
67850,47166,17,0
67850,47167,17,0
67850,47168,17,0
67850,47169,17,0
67850,47170,17,0
67850,47171,17,0
67850,47172,17,0
67850,47173,17,0
67850,47174,17,0
67850,47175,17,0
67850,47176,17,0
67850,47177,17,0
67850,47178,17,0
67850,47179,17,0
67850,47180,17,0
67850,47181,17,0
67850,47182,17,0
67850,47183,17,0
67850,47184,17,0
67850,47185,17,0
67850,47186,17,0
67850,47187,17,0
67850,47188,17,0
67850,47189,17,0
67850,47190,17,0
67850,47191,17,0
67850,47192,17,0
67850,47193,17,0
67850,47194,17,0
67850,47195,17,0
67850,47196,17,0
67850,47197,17,0
67850,47198,17,0
67850,47199,17,0
67850,47200,17,0
67850,47201,17,0
67850,47202,17,0
67850,47203,17,0
67850,47204,17,0
67850,47205,17,0
67850,47206,17,0
67850,47207,17,0
67850,47208,17,0
67850,47209,17,0
67850,47210,17,0
67850,47211,17,0
67850,47212,17,0
67850,47213,17,0
67850,47214,17,0
67850,47215,17,0
67850,47216,17,0
67850,47217,17,0
67850,47218,17,0
67850,47219,17,0
67850,47220,17,0
67850,47221,17,0
67850,47222,17,0
67850,47223,17,0
67850,47224,17,0
67850,47225,17,0
67850,47226,17,0
67850,47227,17,0
67850,47228,17,0
67850,47229,17,0
67850,47230,17,0
67850,47231,17,0
67850,47232,17,0
67850,47233,17,0
67850,47234,17,0
67850,47235,17,0
67850,47236,17,0
67850,47237,17,0
67850,47238,17,0
67850,47239,17,0
67850,47240,17,0
67850,47241,17,0
67850,47242,17,0
67850,47243,17,0
67850,47244,17,0
67850,47245,17,0
67850,47246,17,0
67850,47247,17,0
67850,47248,17,0
67850,47249,17,0
67850,47250,17,0
67850,47251,17,0
67850,47252,17,0
67850,47253,17,0
67850,47254,17,0
67850,47255,17,0
67850,47256,17,0
67850,47257,17,0
67850,47258,17,0
67850,47259,17,0
67850,47260,17,0
67850,47261,17,0
67850,47262,17,0
67850,47263,17,0
67850,47264,17,0
67850,47265,17,0
67850,47266,17,0
67850,47267,17,0
67850,47268,17,0
67850,47269,17,0
67850,47270,17,0
67850,47271,17,0
67850,47272,17,0
67850,47273,17,0
67851,47098,17,0
67851,47099,17,0
67851,47100,17,0
67851,47101,17,0
67851,47102,17,0
67851,47103,17,0
67851,47104,17,0
67851,47105,17,0
67851,47106,17,0
67851,47107,17,0
67851,47108,17,0
67851,47109,17,0
67851,47110,17,0
67851,47111,17,0
67851,47112,17,0
67851,47113,17,0
67851,47114,17,0
67851,47115,17,0
67851,47116,17,0
67851,47117,17,0
67851,47118,17,0
67851,47119,17,0
67851,47120,17,0
67851,47121,17,0
67851,47122,17,0
67851,47123,17,0
67851,47124,17,0
67851,47125,17,0
67851,47126,17,0
67851,47127,17,0
67851,47128,17,0
67851,47129,17,0
67851,47130,17,0
67851,47131,17,0
67851,47132,17,0
67851,47133,17,0
67851,47134,17,0
67851,47135,17,0
67851,47136,17,0
67851,47137,17,0
67851,47138,17,0
67851,47139,17,0
67851,47140,17,0
67851,47141,17,0
67851,47142,17,0
67851,47143,17,0
67851,47144,17,0
67851,47145,17,0
67851,47146,17,0
67851,47147,17,0
67851,47148,17,0
67851,47149,17,0
67851,47150,17,0
67851,47151,17,0
67851,47152,17,0
67851,47153,17,0
67851,47154,17,0
67851,47155,17,0
67851,47156,17,0
67851,47157,17,0
67851,47158,17,0
67851,47159,17,0
67851,47160,17,0
67851,47161,17,0
67851,47162,17,0
67851,47163,17,0
67851,47164,17,0
67851,47165,17,0
67851,47166,17,0
67851,47167,17,0
67851,47168,17,0
67851,47169,17,0
67851,47170,17,0
67851,47171,17,0
67851,47172,17,0
67851,47173,17,0
67851,47174,17,0
67851,47175,17,0
67851,47176,17,0
67851,47177,17,0
67851,47178,17,0
67851,47179,17,0
67851,47180,17,0
67851,47181,17,0
67851,47182,17,0
67851,47183,17,0
67851,47184,17,0
67851,47185,17,0
67851,47186,17,0
67851,47187,17,0
67851,47188,17,0
67851,47189,17,0
67851,47190,17,0
67851,47191,17,0
67851,47192,17,0
67851,47193,17,0
67851,47194,17,0
67851,47195,17,0
67851,47196,17,0
67851,47197,17,0
67851,47198,17,0
67851,47199,17,0
67851,47200,17,0
67851,47201,17,0
67851,47202,17,0
67851,47203,17,0
67851,47204,17,0
67851,47205,17,0
67851,47206,17,0
67851,47207,17,0
67851,47208,17,0
67851,47209,17,0
67851,47210,17,0
67851,47211,17,0
67851,47212,17,0
67851,47213,17,0
67851,47214,17,0
67851,47215,17,0
67851,47216,17,0
67851,47217,17,0
67851,47218,17,0
67851,47219,17,0
67851,47220,17,0
67851,47221,17,0
67851,47222,17,0
67851,47223,17,0
67851,47224,17,0
67851,47225,17,0
67851,47226,17,0
67851,47227,17,0
67851,47228,17,0
67851,47229,17,0
67851,47230,17,0
67851,47231,17,0
67851,47232,17,0
67851,47233,17,0
67851,47234,17,0
67851,47235,17,0
67851,47236,17,0
67851,47237,17,0
67851,47238,17,0
67851,47239,17,0
67851,47240,17,0
67851,47241,17,0
67851,47242,17,0
67851,47243,17,0
67851,47244,17,0
67851,47245,17,0
67851,47246,17,0
67851,47247,17,0
67851,47248,17,0
67851,47249,17,0
67851,47250,17,0
67851,47251,17,0
67851,47252,17,0
67851,47253,17,0
67851,47254,17,0
